"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"SettingSyncHost","5","469","2203495780352","5062656","8171520","21248","C:\Windows\system32\SettingSyncHost.exe","Microsoft Corporation","0.796875","10.0.17763.615 (WinBuild.160101.0800)","10.0.17763.615","Host Process for Setting Synchronization","Microsoft? Windows? Operating System","Process","6",,"False",,"3920","Microsoft.Win32.SafeHandles.SafeProcessHandle","469","3488",".","0","","System.Diagnostics.ProcessModule (SettingSyncHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21248","21248","8171520","8171520","287016","287016","11550720","11550720","36270080","36270080","352808960","2203671031808","True","BelowNormal","8171520","8171520","00:00:00.5000000","SettingSyncHost","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:58 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7968750","00:00:00.2968750","177557504","2203495780352","False",,,,"5062656","5062656",,
"SgrmBroker","0","85","2203377197056","3739648","3411968","6584",,,,,,,,"Process","8",,,,,,"85","12080",".","0","",,,,,"6584","6584","3411968","3411968","33584","33584","4407296","4407296","6754304","6754304","60026880","2203378249728",,,"3411968","3411968",,"SgrmBroker",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"58974208","2203377197056","False",,,,"3739648","3739648",,
"ShellExperienceHost","5","1012","2203909124096","95928320","55521280","40816","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","3.453125","10.0.17763.557 (WinBuild.160101.0800)","10.0.17763.557","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4768","Microsoft.Win32.SafeHandles.SafeProcessHandle","1012","8816",".","0","","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","40816","40816","55521280","55521280","1347408","1347408","60682240","60682240","101486592","101486592","611082240","2203929305088","True","Normal","55521280","55521280","00:00:01.1718750","ShellExperienceHost","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:57 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.4531250","00:00:02.2812500","590901248","2203909124096","False",,,,"95928320","95928320",,
"sihost","5","746","2203532881920","36454400","13856768","25000","C:\Windows\system32\sihost.exe","Microsoft Corporation","3.53125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3608","Microsoft.Win32.SafeHandles.SafeProcessHandle","746","4956",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25000","25000","13856768","13856768","339424","339424","14954496","14954496","41926656","41926656","241291264","2203559514112","True","Normal","13856768","13856768","00:00:01.8750000","sihost","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.5312500","00:00:01.6562500","214659072","2203532881920","False",,,,"36454400","36454400",,
"SkypeApp","5","1173","40153559040","122327040","192192512","92736","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.50.38.0_x64__kzf8qxf38zg5c\SkypeApp.exe","Microsoft Corporation","4.53125","8.50.0.38","8.50.0.38","SkypeApp","Microsoft Skype","Process","8",,"False",,"4400","Microsoft.Win32.SafeHandles.SafeProcessHandle","1173","8404",".","0","","System.Diagnostics.ProcessModule (SkypeApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","92736","92736","192192512","192192512","827896","827896","202850304","202850304","226402304","226402304","1519067136","40173772800","True","Normal","192192512","192192512","00:00:00.7812500","SkypeApp","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:58 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.5312500","00:00:03.7500000","1498853376","40153559040","False",,,,"122327040","122327040",,
"SkypeBackgroundHost","5","154","2203422044160","1310720","2129920","8152","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.50.38.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe","Microsoft Corporation","0.03125","8.50.0.38","8.50.0.38","Microsoft Skype","Microsoft? Skype","Process","8",,"False",,"3900","Microsoft.Win32.SafeHandles.SafeProcessHandle","154","7032",".","0","","System.Diagnostics.ProcessModule (SkypeBackgroundHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8152","8152","2129920","2129920","126464","126464","2281472","2281472","12439552","12439552","108032000","2203426254848","True","Normal","2129920","2129920","00:00:00","SkypeBackgroundHost","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:00 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0312500","103821312","2203422044160","False",,,,"1310720","1310720",,
"smartscreen","5","466","2238117302272","26238976","12599296","25600","C:\Windows\System32\smartscreen.exe","Microsoft Corporation","0.828125","10.0.17763.701 (WinBuild.160101.0800)","10.0.17763.701","Windows Defender SmartScreen","Microsoft? Windows? Operating System","Process","8",,"False",,"4508","Microsoft.Win32.SafeHandles.SafeProcessHandle","466","7908",".","0","","System.Diagnostics.ProcessModule (smartscreen.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25600","25600","12599296","12599296","258848","258848","13680640","13680640","57593856","57593856","498606080","2238176567296","True","Normal","12599296","12599296","00:00:00.2968750","smartscreen","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:08 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8281250","00:00:00.5312500","439341056","2238117302272","False",,,,"26238976","26238976",,
"smss","0","53","2203359674368","573440","487424","3224",,,,,,,,"Process","11",,,,,,"53","372",".","0","",,,,,"3224","3224","487424","487424","13104","13104","585728","585728","1282048","1282048","63926272","2203382149120",,,"487424","487424",,"smss",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"41451520","2203359674368","False",,,,"573440","573440",,
"spoolsv","0","443","2203425443840","3424256","5738496","23288",,,,,,,,"Process","8",,,,,,"443","2828",".","0","",,,,,"23288","23288","5738496","5738496","149352","149352","6651904","6651904","15962112","15962112","113725440","2203431948288",,,"5738496","5738496",,"spoolsv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"107220992","2203425443840","False",,,,"3424256","3424256",,
"Steam","5","877","374001664","52391936","43470848","84128","D:\Programs\Steam\Steam.exe","Valve Corporation","144.375","05.23.87.07","01.00.00.01","Steam Client Bootstrapper","Steam Client Bootstrapper","Process","8",,"False",,"3276","Microsoft.Win32.SafeHandles.SafeProcessHandle","877","6128",".","0","","System.Diagnostics.ProcessModule (Steam.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","84128","84128","43470848","43470848","541024","541024","196345856","196345856","223313920","223313920","542859264","542859264","True","Normal","43470848","43470848","00:01:40.4843750","Steam","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:02:24.3750000","00:00:43.8906250","374001664","374001664","False",,,,"52391936","52391936",,
"SteamService","0","303","69177344","10813440","6029312","16112",,,,,,,,"Process","8",,,,,,"303","7576",".","0","",,,,,"16112","16112","6029312","6029312","140016","140016","8192000","8192000","15949824","15949824","79437824","79437824",,,"6029312","6029312",,"SteamService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"69177344","69177344","False",,,,"10813440","10813440",,
"steamwebhelper","5","239","4582518784","10575872","9674752","17400","D:\Programs\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","Valve Corporation","0.125","05.23.87.07","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","8",,"False",,"4988","Microsoft.Win32.SafeHandles.SafeProcessHandle","239","6236",".","0","","System.Diagnostics.ProcessModule (steamwebhelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17400","17400","9674752","9674752","479616","479616","9797632","9797632","13869056","13869056","291745792","4586713088","True","Normal","9674752","9674752","00:00:00.0937500","steamwebhelper","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:19 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0312500","287551488","4582518784","False",,,,"10575872","10575872",,
"steamwebhelper","5","568","5083144192","45744128","94199808","34392","D:\Programs\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","Valve Corporation","0.984375","05.23.87.07","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","8",,"False",,"3988","Microsoft.Win32.SafeHandles.SafeProcessHandle","568","10784",".","0","","System.Diagnostics.ProcessModule (steamwebhelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","34392","34392","94199808","94199808","735096","735096","644653056","644653056","188416000","188416000","1160753152","5455720448","True","Normal","94199808","94199808","00:00:00.2343750","steamwebhelper","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9843750","00:00:00.7500000","788176896","5083144192","False",,,,"45744128","45744128",,
"steamwebhelper","5","802","4744241152","43900928","21024768","42520","D:\Programs\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","Valve Corporation","2.03125","05.23.87.07","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","8",,"False",,"4912","Microsoft.Win32.SafeHandles.SafeProcessHandle","802","11068",".","0","","System.Diagnostics.ProcessModule (steamwebhelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","42520","42520","21024768","21024768","681920","681920","36929536","36929536","56008704","56008704","477294592","4772261888","True","Normal","21024768","21024768","00:00:01.4375000","steamwebhelper","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:18 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.0312500","00:00:00.5937500","449273856","4744241152","False",,,,"43900928","43900928",,
"steamwebhelper","5","517","5932978176","54996992","69230592","37112","D:\Programs\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","Valve Corporation","0.734375","05.23.87.07","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","10",,"False",,"4792","Microsoft.Win32.SafeHandles.SafeProcessHandle","517","12660",".","0","","System.Diagnostics.ProcessModule (steamwebhelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37112","37112","69230592","69230592","528728","528728","81637376","81637376","106782720","106782720","1649807360","5944774656","True","AboveNormal","69230592","69230592","00:00:00.1406250","steamwebhelper","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:27 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7343750","00:00:00.5937500","1638010880","5932978176","False",,,,"54996992","54996992",,
"steamwebhelper","5","491","4780662784","32468992","25829376","27320","D:\Programs\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","Valve Corporation","0.046875","05.23.87.07","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","8",,"False",,"4996","Microsoft.Win32.SafeHandles.SafeProcessHandle","491","12860",".","0","","System.Diagnostics.ProcessModule (steamwebhelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27320","27320","25829376","25829376","514000","514000","26726400","26726400","42225664","42225664","491069440","4786036736","True","Normal","25829376","25829376","00:00:00.0312500","steamwebhelper","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:10:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","485695488","4780662784","False",,,,"32468992","32468992",,
"svchost","0","305","2203398410240","5087232","3031040","11032",,,,,,,,"Process","8",,,,,,"305","456",".","0","",,,,,"11032","11032","3031040","3031040","123104","123104","24158208","24158208","9048064","9048064","105840640","2203424063488",,,"3031040","3031040",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"80187392","2203398410240","False",,,,"5087232","5087232",,
"svchost","0","1270","2203415662592","12357632","8351744","18376",,,,,,,,"Process","8",,,,,,"1270","464",".","0","",,,,,"18376","18376","8351744","8351744","178104","178104","9465856","9465856","14659584","14659584","113831936","2203432054784",,,"8351744","8351744",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"97439744","2203415662592","False",,,,"12357632","12357632",,
"svchost","5","293","2203487039488","18255872","5963776","15224","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.6875","10.0.17763.701 (WinBuild.160101.0800)","10.0.17763.701","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3960","Microsoft.Win32.SafeHandles.SafeProcessHandle","293","476",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15224","15224","5963776","5963776","237840","237840","6017024","6017024","19783680","19783680","170340352","2203488563200","True","Normal","5963776","5963776","00:00:00.4062500","svchost","63","True","5","System.Diagnostics.ProcessStartInfo","8/8/2019 4:09:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6875000","00:00:00.2812500","168816640","2203487039488","False",,,,"18255872","18255872",,
"svchost","0","85","2203377684480","1069056","995328","5160",,,,,,,,"Process","8",,,,,,"85","916",".","0","",,,,,"5160","5160","995328","995328","40808","40808","1159168","1159168","4136960","4136960","61034496","2203379257344",,,"995328","995328",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"59461632","2203377684480","False",,,,"1069056","1069056",,
"svchost","0","1077","2203468550144","18968576","12521472","25176",,,,,,,,"Process","8",,,,,,"1077","940",".","0","",,,,,"25176","25176","12521472","12521472","611936","611936","15593472","15593472","28786688","28786688","182128640","2203500351488",,,"12521472","12521472",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"150327296","2203468550144","False",,,,"18968576","18968576",,
"svchost","0","213","2203401089024","4816896","2355200","12312",,,,,,,,"Process","8",,,,,,"213","1168",".","0","",,,,,"12312","12312","2355200","2355200","94336","94336","2707456","2707456","10518528","10518528","88473600","2203406696448",,,"2355200","2355200",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"82866176","2203401089024","False",,,,"4816896","4816896",,
"svchost","0","251","2203442864128","6230016","2916352","13456",,,,,,,,"Process","8",,,,,,"251","1176",".","0","",,,,,"13456","13456","2916352","2916352","178400","178400","4136960","4136960","12365824","12365824","131141632","2203449364480",,,"2916352","2916352",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"124641280","2203442864128","False",,,,"6230016","6230016",,
"svchost","0","153","2203404025856","4812800","2125824","9104",,,,,,,,"Process","8",,,,,,"153","1188",".","0","",,,,,"9104","9104","2125824","2125824","125320","125320","2576384","2576384","12484608","12484608","89473024","2203407695872",,,"2125824","2125824",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"85803008","2203404025856","False",,,,"4812800","4812800",,
"svchost","0","426","2203443073024","9347072","6840320","17856",,,,,,,,"Process","8",,,,,,"426","1236",".","0","",,,,,"17856","17856","6840320","6840320","313352","313352","7733248","7733248","16429056","16429056","143032320","2203461255168",,,"6840320","6840320",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"124850176","2203443073024","False",,,,"9347072","9347072",,
"svchost","0","191","2203396861952","2433024","1941504","7064",,,,,,,,"Process","8",,,,,,"191","1312",".","0","",,,,,"7064","7064","1941504","1941504","62608","62608","1941504","1941504","6258688","6258688","80211968","2203398434816",,,"1941504","1941504",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"78639104","2203396861952","False",,,,"2433024","2433024",,
"svchost","0","141","2203397521408","2580480","1699840","11744",,,,,,,,"Process","8",,,,,,"141","1376",".","0","",,,,,"11744","11744","1699840","1699840","75512","75512","1814528","1814528","6365184","6365184","80871424","2203399094272",,,"1699840","1699840",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"79298560","2203397521408","False",,,,"2580480","2580480",,
"svchost","0","277","2203405836288","6455296","3031040","11344",,,,,,,,"Process","8",,,,,,"277","1444",".","0","",,,,,"11344","11344","3031040","3031040","98728","98728","3518464","3518464","10792960","10792960","96526336","2203414749184",,,"3031040","3031040",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"87613440","2203405836288","False",,,,"6455296","6455296",,
"svchost","0","427","2203428077568","10670080","15503360","13536",,,,,,,,"Process","8",,,,,,"427","1492",".","0","",,,,,"13536","13536","15503360","15503360","90272","90272","18210816","18210816","21561344","21561344","119595008","2203437817856",,,"15503360","15503360",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"109854720","2203428077568","False",,,,"10670080","10670080",,
"svchost","0","154","2203390779392","3760128","5525504","26832",,,,,,,,"Process","8",,,,,,"154","1676",".","0","",,,,,"26832","26832","5525504","5525504","60968","60968","5681152","5681152","9711616","9711616","78323712","2203396546560",,,"5525504","5525504",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"72556544","2203390779392","False",,,,"3760128","3760128",,
"svchost","0","230","2203394985984","3952640","2449408","9672",,,,,,,,"Process","8",,,,,,"230","1748",".","0","",,,,,"9672","9672","2449408","2449408","82424","82424","4546560","4546560","8577024","8577024","90394624","2203408617472",,,"2449408","2449408",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"76763136","2203394985984","False",,,,"3952640","3952640",,
"svchost","0","227","2203416993792","4726784","2469888","12640",,,,,,,,"Process","8",,,,,,"227","1788",".","0","",,,,,"12640","12640","2469888","2469888","121160","121160","2781184","2781184","11853824","11853824","104546304","2203422769152",,,"2469888","2469888",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"98770944","2203416993792","False",,,,"4726784","4726784",,
"svchost","0","215","2207724400640","6651904","2691072","11344",,,,,,,,"Process","8",,,,,,"215","1860",".","0","",,,,,"11344","11344","2691072","2691072","107880","107880","8077312","8077312","15691776","15691776","121946112","2207735136256",,,"2691072","2691072",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"111210496","2207724400640","False",,,,"6651904","6651904",,
"svchost","0","258","2203391569920","1724416","1400832","7464",,,,,,,,"Process","8",,,,,,"258","1868",".","0","",,,,,"7464","7464","1400832","1400832","76576","76576","1540096","1540096","6115328","6115328","75448320","2203393671168",,,"1400832","1400832",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"73347072","2203391569920","False",,,,"1724416","1724416",,
"svchost","0","168","2203398279168","3710976","2015232","8888",,,,,,,,"Process","8",,,,,,"168","1876",".","0","",,,,,"8888","8888","2015232","2015232","78400","78400","2416640","2416640","8122368","8122368","85831680","2203404054528",,,"2015232","2015232",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"80056320","2203398279168","False",,,,"3710976","3710976",,
"svchost","0","369","2203422384128","7933952","4636672","16264",,,,,,,,"Process","8",,,,,,"369","1900",".","0","",,,,,"16264","16264","4636672","4636672","106312","106312","5656576","5656576","13082624","13082624","117366784","2203435589632",,,"4636672","4636672",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"104161280","2203422384128","False",,,,"7933952","7933952",,
"svchost","0","172","2203397337088","3936256","1986560","11928",,,,,,,,"Process","8",,,,,,"172","2036",".","0","",,,,,"11928","11928","1986560","1986560","82944","82944","2453504","2453504","8777728","8777728","84905984","2203403128832",,,"1986560","1986560",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"79114240","2203397337088","False",,,,"3936256","3936256",,
"svchost","0","208","2203397914624","4038656","2097152","9768",,,,,,,,"Process","8",,,,,,"208","2084",".","0","",,,,,"9768","9768","2097152","2097152","90224","90224","2490368","2490368","8413184","8413184","85458944","2203403681792",,,"2097152","2097152",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"79691776","2203397914624","False",,,,"4038656","4038656",,
"svchost","0","377","2203402567680","5767168","3506176","10632",,,,,,,,"Process","8",,,,,,"377","2092",".","0","",,,,,"10632","10632","3506176","3506176","100464","100464","4018176","4018176","9297920","9297920","93814784","2203412037632",,,"3506176","3506176",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"84344832","2203402567680","False",,,,"5767168","5767168",,
"svchost","0","178","2203429908480","4210688","2199552","10584",,,,,,,,"Process","8",,,,,,"178","2100",".","0","",,,,,"10584","10584","2199552","2199552","129600","129600","6574080","6574080","19476480","19476480","334454784","2203652677632",,,"2199552","2199552",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"111685632","2203429908480","False",,,,"4210688","4210688",,
"svchost","0","233","2203406114816","5296128","3624960","13456",,,,,,,,"Process","8",,,,,,"233","2320",".","0","",,,,,"13456","13456","3624960","3624960","89296","89296","5160960","5160960","10043392","10043392","112009216","2203430232064",,,"3624960","3624960",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"87891968","2203406114816","False",,,,"5296128","5296128",,
"svchost","0","172","2203393335296","3739648","1966080","8880",,,,,,,,"Process","8",,,,,,"172","2452",".","0","",,,,,"8880","8880","1966080","1966080","79024","79024","3137536","3137536","8151040","8151040","82452480","2203400675328",,,"1966080","1966080",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"75112448","2203393335296","False",,,,"3739648","3739648",,
"svchost","0","407","2203414880256","8146944","3530752","13024",,,,,,,,"Process","8",,,,,,"407","2556",".","0","",,,,,"13024","13024","3530752","3530752","119288","119288","4014080","4014080","13524992","13524992","100851712","2203419074560",,,"3530752","3530752",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"96657408","2203414880256","False",,,,"8146944","8146944",,
"svchost","0","653","2203484962816","23134208","16248832","24680",,,,,,,,"Process","8",,,,,,"653","2584",".","0","",,,,,"24680","24680","16248832","16248832","218888","218888","16957440","16957440","53260288","53260288","258637824","2203576860672",,,"16248832","16248832",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"166739968","2203484962816","False",,,,"23134208","23134208",,
"svchost","0","435","2203466731520","12009472","8306688","17352",,,,,,,,"Process","8",,,,,,"435","2596",".","0","",,,,,"17352","17352","8306688","8306688","116792","116792","37277696","37277696","44142592","44142592","190496768","2203508719616",,,"8306688","8306688",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"148508672","2203466731520","False",,,,"12009472","12009472",,
"svchost","0","236","2203408023552","12328960","6483968","9376",,,,,,,,"Process","8",,,,,,"236","2636",".","0","",,,,,"9376","9376","6483968","6483968","92600","92600","10891264","10891264","18878464","18878464","102965248","2203421188096",,,"6483968","6483968",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"89800704","2203408023552","False",,,,"12328960","12328960",,
"svchost","0","154","2203391598592","4448256","1892352","14328",,,,,,,,"Process","8",,,,,,"154","2644",".","0","",,,,,"14328","14328","1892352","1892352","68600","68600","4284416","4284416","8536064","8536064","78913536","2203397136384",,,"1892352","1892352",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"73375744","2203391598592","False",,,,"4448256","4448256",,
"svchost","0","337","2203400470528","4665344","2420736","16016",,,,,,,,"Process","8",,,,,,"337","2652",".","0","",,,,,"16016","16016","2420736","2420736","102488","102488","3276800","3276800","9977856","9977856","89063424","2203407286272",,,"2420736","2420736",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"82247680","2203400470528","False",,,,"4665344","4665344",,
"svchost","0","267","2203440873472","6467584","3522560","16560",,,,,,,,"Process","8",,,,,,"267","2708",".","0","",,,,,"16560","16560","3522560","3522560","176424","176424","3923968","3923968","14577664","14577664","132096000","2203450318848",,,"3522560","3522560",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"122650624","2203440873472","False",,,,"6467584","6467584",,
"svchost","0","425","2203430662144","9338880","10559488","32304",,,,,,,,"Process","8",,,,,,"425","2856",".","0","",,,,,"32304","32304","10559488","10559488","118472","118472","15122432","15122432","24637440","24637440","121147392","2203439370240",,,"10559488","10559488",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"112439296","2203430662144","False",,,,"9338880","9338880",,
"svchost","0","185","2203398737920","2998272","2052096","10544",,,,,,,,"Process","8",,,,,,"185","2912",".","0","",,,,,"10544","10544","2052096","2052096","84472","84472","2342912","2342912","8568832","8568832","84185088","2203402407936",,,"2052096","2052096",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"80515072","2203398737920","False",,,,"2998272","2998272",,
"svchost","0","258","2203397554176","2539520","2793472","13320",,,,,,,,"Process","8",,,,,,"258","3112",".","0","",,,,,"13320","13320","2793472","2793472","91680","91680","3112960","3112960","8290304","8290304","84049920","2203402272768",,,"2793472","2793472",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"79331328","2203397554176","False",,,,"2539520","2539520",,
"svchost","0","143","2203387465728","1622016","1388544","12104",,,,,,,,"Process","8",,,,,,"143","3124",".","0","",,,,,"12104","12104","1388544","1388544","63680","63680","1527808","1527808","5881856","5881856","72388608","2203390611456",,,"1388544","1388544",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"69242880","2203387465728","False",,,,"1622016","1622016",,
